year,period,periodName,value,seriesId
1991,M11,November,0.115,APUS12B72610
1991,M10,October,0.115,APUS12B72610
1991,M09,September,0.137,APUS12B72610
1991,M08,August,0.134,APUS12B72610
1991,M07,July,0.134,APUS12B72610
1991,M06,June,0.134,APUS12B72610
1991,M05,May,0.111,APUS12B72610
1991,M04,April,0.109,APUS12B72610
1991,M03,March,0.107,APUS12B72610
1991,M02,February,0.107,APUS12B72610
1991,M01,January,0.107,APUS12B72610
1990,M12,December,0.107,APUS12B72610
1990,M11,November,0.107,APUS12B72610
1990,M10,October,0.107,APUS12B72610
1990,M09,September,0.128,APUS12B72610
1990,M08,August,0.127,APUS12B72610
1990,M07,July,0.127,APUS12B72610
1990,M06,June,0.128,APUS12B72610
1990,M05,May,0.105,APUS12B72610
1990,M04,April,0.105,APUS12B72610
1990,M03,March,0.105,APUS12B72610
1990,M02,February,0.105,APUS12B72610
1990,M01,January,0.105,APUS12B72610
1989,M12,December,0.104,APUS12B72610
1989,M11,November,0.104,APUS12B72610
1989,M10,October,0.104,APUS12B72610
1989,M09,September,0.124,APUS12B72610
1989,M08,August,0.124,APUS12B72610
1989,M07,July,0.122,APUS12B72610
1989,M06,June,0.116,APUS12B72610
1989,M05,May,0.096,APUS12B72610
1989,M04,April,0.096,APUS12B72610
1989,M03,March,0.095,APUS12B72610
1989,M02,February,0.095,APUS12B72610
1989,M01,January,0.095,APUS12B72610
1988,M12,December,0.095,APUS12B72610
1988,M11,November,0.095,APUS12B72610
1988,M10,October,0.095,APUS12B72610
1988,M09,September,0.116,APUS12B72610
1988,M08,August,0.116,APUS12B72610
1988,M07,July,0.116,APUS12B72610
1988,M06,June,0.109,APUS12B72610
1988,M05,May,0.089,APUS12B72610
1988,M04,April,0.088,APUS12B72610
1988,M03,March,0.089,APUS12B72610
1988,M02,February,0.089,APUS12B72610
1988,M01,January,0.089,APUS12B72610
1987,M12,December,0.090,APUS12B72610
1987,M11,November,0.090,APUS12B72610
1987,M10,October,0.090,APUS12B72610
1987,M09,September,0.111,APUS12B72610
1987,M08,August,0.110,APUS12B72610
1987,M07,July,0.110,APUS12B72610
1987,M06,June,0.109,APUS12B72610
1987,M05,May,0.083,APUS12B72610
1987,M04,April,0.083,APUS12B72610
1987,M03,March,0.083,APUS12B72610
1987,M02,February,0.085,APUS12B72610
1987,M01,January,0.085,APUS12B72610
1986,M12,December,0.086,APUS12B72610
1986,M11,November,0.086,APUS12B72610
1986,M10,October,0.086,APUS12B72610
1986,M09,September,0.103,APUS12B72610
1986,M08,August,0.103,APUS12B72610
1986,M07,July,0.103,APUS12B72610
1986,M06,June,0.103,APUS12B72610
1986,M05,May,0.086,APUS12B72610
1986,M04,April,0.086,APUS12B72610
1986,M03,March,0.088,APUS12B72610
1986,M02,February,0.089,APUS12B72610
1986,M01,January,0.095,APUS12B72610
1985,M12,December,0.095,APUS12B72610
1985,M11,November,0.092,APUS12B72610
1985,M10,October,0.092,APUS12B72610
1985,M08,August,0.100,APUS12B72610
1985,M07,July,0.100,APUS12B72610
1985,M06,June,0.099,APUS12B72610
1985,M05,May,0.092,APUS12B72610
1985,M04,April,0.092,APUS12B72610
1985,M03,March,0.090,APUS12B72610
1985,M02,February,0.090,APUS12B72610
1985,M01,January,0.087,APUS12B72610
1984,M12,December,0.088,APUS12B72610
1984,M11,November,0.088,APUS12B72610
1984,M10,October,0.088,APUS12B72610
1984,M09,September,0.094,APUS12B72610
1984,M08,August,0.094,APUS12B72610
1984,M07,July,0.094,APUS12B72610
1984,M06,June,0.094,APUS12B72610
1984,M05,May,0.088,APUS12B72610
1984,M04,April,0.088,APUS12B72610
1984,M03,March,0.080,APUS12B72610
1984,M02,February,0.080,APUS12B72610
1984,M01,January,0.080,APUS12B72610
1986,M12,December,0.118,APUS49E72610
1986,M11,November,0.118,APUS49E72610
1986,M10,October,0.118,APUS49E72610
1986,M09,September,0.118,APUS49E72610
1986,M08,August,0.118,APUS49E72610
1986,M07,July,0.118,APUS49E72610
1986,M06,June,0.118,APUS49E72610
1986,M05,May,0.118,APUS49E72610
1986,M04,April,0.118,APUS49E72610
1986,M03,March,0.118,APUS49E72610
1986,M02,February,0.118,APUS49E72610
1986,M01,January,0.118,APUS49E72610
1985,M12,December,0.127,APUS49E72610
1985,M11,November,0.127,APUS49E72610
1985,M10,October,0.127,APUS49E72610
1985,M08,August,0.127,APUS49E72610
1985,M07,July,0.127,APUS49E72610
1985,M06,June,0.127,APUS49E72610
1985,M05,May,0.127,APUS49E72610
1985,M04,April,0.127,APUS49E72610
1985,M03,March,0.127,APUS49E72610
1985,M02,February,0.127,APUS49E72610
1985,M01,January,0.127,APUS49E72610
1984,M12,December,0.120,APUS49E72610
1984,M11,November,0.120,APUS49E72610
1984,M10,October,0.120,APUS49E72610
1984,M09,September,0.120,APUS49E72610
1984,M08,August,0.120,APUS49E72610
1984,M07,July,0.115,APUS49E72610
1984,M06,June,0.115,APUS49E72610
1984,M05,May,0.116,APUS49E72610
1984,M04,April,0.116,APUS49E72610
1984,M03,March,0.116,APUS49E72610
1984,M02,February,0.116,APUS49E72610
1984,M01,January,0.119,APUS49E72610
2003,M12,December,0.089,APUS37A72610
2003,M11,November,0.089,APUS37A72610
2003,M10,October,0.099,APUS37A72610
2003,M09,September,0.099,APUS37A72610
2003,M08,August,0.096,APUS37A72610
2003,M07,July,0.095,APUS37A72610
2003,M06,June,0.096,APUS37A72610
2003,M05,May,0.089,APUS37A72610
2003,M04,April,0.089,APUS37A72610
2003,M03,March,0.084,APUS37A72610
2003,M02,February,0.080,APUS37A72610
2003,M01,January,0.079,APUS37A72610
2002,M12,December,0.079,APUS37A72610
2002,M11,November,0.079,APUS37A72610
2002,M10,October,0.087,APUS37A72610
2002,M09,September,0.088,APUS37A72610
2002,M08,August,0.086,APUS37A72610
2002,M07,July,0.086,APUS37A72610
2002,M06,June,0.086,APUS37A72610
2002,M05,May,0.078,APUS37A72610
2002,M04,April,0.080,APUS37A72610
2002,M03,March,0.081,APUS37A72610
2002,M02,February,0.080,APUS37A72610
2002,M01,January,0.081,APUS37A72610
2001,M12,December,0.086,APUS37A72610
2001,M11,November,0.087,APUS37A72610
2001,M10,October,0.092,APUS37A72610
2001,M09,September,0.093,APUS37A72610
2001,M08,August,0.093,APUS37A72610
2001,M07,July,0.102,APUS37A72610
2001,M06,June,0.100,APUS37A72610
2001,M05,May,0.079,APUS37A72610
2001,M04,April,0.080,APUS37A72610
2001,M03,March,0.080,APUS37A72610
2001,M02,February,0.080,APUS37A72610
2001,M01,January,0.075,APUS37A72610
2000,M12,December,0.075,APUS37A72610
2000,M11,November,0.075,APUS37A72610
2000,M10,October,0.086,APUS37A72610
2000,M09,September,0.085,APUS37A72610
2000,M08,August,0.083,APUS37A72610
2000,M07,July,0.083,APUS37A72610
2000,M06,June,0.083,APUS37A72610
2000,M05,May,0.069,APUS37A72610
2000,M04,April,0.069,APUS37A72610
2000,M03,March,0.069,APUS37A72610
2000,M02,February,0.069,APUS37A72610
2000,M01,January,0.069,APUS37A72610
1999,M12,December,0.069,APUS37A72610
1999,M11,November,0.069,APUS37A72610
1999,M10,October,0.083,APUS37A72610
1999,M09,September,0.078,APUS37A72610
1999,M08,August,0.083,APUS37A72610
1999,M07,July,0.083,APUS37A72610
1999,M06,June,0.072,APUS37A72610
1999,M05,May,0.071,APUS37A72610
1999,M04,April,0.070,APUS37A72610
1999,M03,March,0.070,APUS37A72610
1999,M02,February,0.070,APUS37A72610
1999,M01,January,0.070,APUS37A72610
1998,M12,December,0.070,APUS37A72610
1998,M11,November,0.070,APUS37A72610
1998,M10,October,0.084,APUS37A72610
1998,M09,September,0.084,APUS37A72610
1998,M08,August,0.084,APUS37A72610
1998,M07,July,0.084,APUS37A72610
1998,M06,June,0.084,APUS37A72610
1998,M05,May,0.070,APUS37A72610
1998,M04,April,0.070,APUS37A72610
1998,M03,March,0.070,APUS37A72610
1998,M02,February,0.071,APUS37A72610
1998,M01,January,0.070,APUS37A72610
1997,M12,December,0.072,APUS37A72610
1997,M11,November,0.072,APUS37A72610
1997,M10,October,0.087,APUS37A72610
1997,M09,September,0.087,APUS37A72610
1997,M08,August,0.072,APUS37A72610
1997,M07,July,0.087,APUS37A72610
1997,M06,June,0.087,APUS37A72610
1997,M05,May,0.072,APUS37A72610
1997,M04,April,0.072,APUS37A72610
1997,M03,March,0.072,APUS37A72610
1997,M02,February,0.072,APUS37A72610
1997,M01,January,0.072,APUS37A72610
1996,M12,December,0.072,APUS37A72610
1996,M11,November,0.072,APUS37A72610
1996,M10,October,0.086,APUS37A72610
1996,M09,September,0.087,APUS37A72610
1996,M08,August,0.087,APUS37A72610
1996,M07,July,0.087,APUS37A72610
1996,M06,June,0.086,APUS37A72610
1996,M05,May,0.072,APUS37A72610
1996,M04,April,0.072,APUS37A72610
1996,M03,March,0.072,APUS37A72610
1996,M02,February,0.062,APUS37A72610
1996,M01,January,0.072,APUS37A72610
1995,M12,December,0.072,APUS37A72610
1995,M11,November,0.072,APUS37A72610
1995,M10,October,0.086,APUS37A72610
1995,M09,September,0.077,APUS37A72610
1995,M08,August,0.086,APUS37A72610
1995,M07,July,0.086,APUS37A72610
1995,M06,June,0.088,APUS37A72610
1995,M05,May,0.074,APUS37A72610
1995,M04,April,0.075,APUS37A72610
1995,M03,March,0.075,APUS37A72610
1995,M02,February,0.074,APUS37A72610
1995,M01,January,0.075,APUS37A72610
1994,M12,December,0.072,APUS37A72610
1994,M11,November,0.073,APUS37A72610
1994,M10,October,0.086,APUS37A72610
1994,M09,September,0.074,APUS37A72610
1994,M08,August,0.086,APUS37A72610
1994,M07,July,0.086,APUS37A72610
1994,M06,June,0.086,APUS37A72610
1994,M05,May,0.073,APUS37A72610
1994,M04,April,0.074,APUS37A72610
1994,M03,March,0.073,APUS37A72610
1994,M02,February,0.074,APUS37A72610
1994,M01,January,0.073,APUS37A72610
1993,M12,December,0.072,APUS37A72610
1993,M11,November,0.073,APUS37A72610
1993,M10,October,0.092,APUS37A72610
1993,M09,September,0.092,APUS37A72610
1993,M08,August,0.079,APUS37A72610
1993,M07,July,0.079,APUS37A72610
1993,M06,June,0.079,APUS37A72610
1993,M05,May,0.079,APUS37A72610
1993,M04,April,0.062,APUS37A72610
1993,M03,March,0.062,APUS37A72610
1993,M02,February,0.062,APUS37A72610
1993,M01,January,0.062,APUS37A72610
1992,M12,December,0.062,APUS37A72610
1992,M11,November,0.063,APUS37A72610
1992,M10,October,0.079,APUS37A72610
1992,M09,September,0.079,APUS37A72610
1992,M08,August,0.079,APUS37A72610
1992,M07,July,0.079,APUS37A72610
1992,M06,June,0.079,APUS37A72610
1992,M05,May,0.079,APUS37A72610
1992,M04,April,0.062,APUS37A72610
1992,M03,March,0.062,APUS37A72610
1992,M02,February,0.062,APUS37A72610
1992,M01,January,0.062,APUS37A72610
1991,M12,December,0.062,APUS37A72610
1991,M11,November,0.063,APUS37A72610
1991,M10,October,0.079,APUS37A72610
1991,M09,September,0.079,APUS37A72610
1991,M08,August,0.079,APUS37A72610
1991,M07,July,0.079,APUS37A72610
1991,M06,June,0.071,APUS37A72610
1991,M05,May,0.079,APUS37A72610
1991,M04,April,0.063,APUS37A72610
1991,M03,March,0.063,APUS37A72610
1991,M02,February,0.063,APUS37A72610
1991,M01,January,0.063,APUS37A72610
1990,M12,December,0.053,APUS37A72610
1990,M11,November,0.064,APUS37A72610
1990,M10,October,0.080,APUS37A72610
1990,M09,September,0.079,APUS37A72610
1990,M08,August,0.070,APUS37A72610
1990,M07,July,0.071,APUS37A72610
1990,M06,June,0.061,APUS37A72610
1990,M05,May,0.073,APUS37A72610
1990,M04,April,0.058,APUS37A72610
1990,M03,March,0.057,APUS37A72610
1990,M02,February,0.047,APUS37A72610
1990,M01,January,0.055,APUS37A72610
1989,M12,December,0.056,APUS37A72610
1989,M10,October,0.072,APUS37A72610
1989,M09,September,0.071,APUS37A72610
1989,M08,August,0.071,APUS37A72610
1989,M07,July,0.071,APUS37A72610
1989,M06,June,0.072,APUS37A72610
1989,M05,May,0.062,APUS37A72610
1989,M04,April,0.056,APUS37A72610
1989,M03,March,0.056,APUS37A72610
1989,M02,February,0.056,APUS37A72610
1989,M01,January,0.055,APUS37A72610
1988,M12,December,0.054,APUS37A72610
1988,M11,November,0.055,APUS37A72610
1988,M10,October,0.070,APUS37A72610
1988,M09,September,0.070,APUS37A72610
1988,M08,August,0.071,APUS37A72610
1988,M07,July,0.070,APUS37A72610
1988,M06,June,0.071,APUS37A72610
1988,M05,May,0.070,APUS37A72610
1988,M04,April,0.055,APUS37A72610
1988,M03,March,0.054,APUS37A72610
1988,M02,February,0.054,APUS37A72610
1988,M01,January,0.055,APUS37A72610
1987,M12,December,0.054,APUS37A72610
1987,M11,November,0.070,APUS37A72610
1987,M10,October,0.070,APUS37A72610
1987,M09,September,0.070,APUS37A72610
1987,M08,August,0.070,APUS37A72610
1987,M07,July,0.069,APUS37A72610
1987,M06,June,0.070,APUS37A72610
1987,M05,May,0.054,APUS37A72610
1987,M04,April,0.053,APUS37A72610
1987,M03,March,0.053,APUS37A72610
1987,M02,February,0.046,APUS37A72610
1987,M01,January,0.057,APUS37A72610
1986,M12,December,0.043,APUS37A72610
1986,M11,November,0.057,APUS37A72610
1986,M10,October,0.062,APUS37A72610
1986,M09,September,0.072,APUS37A72610
1986,M08,August,0.072,APUS37A72610
1986,M07,July,0.071,APUS37A72610
1986,M06,June,0.073,APUS37A72610
1986,M05,May,0.028,APUS37A72610
1986,M04,April,0.056,APUS37A72610
1986,M03,March,0.056,APUS37A72610
1986,M02,February,0.059,APUS37A72610
1986,M01,January,0.064,APUS37A72610
1985,M12,December,0.063,APUS37A72610
1985,M11,November,0.063,APUS37A72610
1985,M10,October,0.078,APUS37A72610
1985,M08,August,0.081,APUS37A72610
1985,M07,July,0.081,APUS37A72610
1985,M06,June,0.077,APUS37A72610
1985,M05,May,0.077,APUS37A72610
1985,M04,April,0.063,APUS37A72610
1985,M03,March,0.063,APUS37A72610
1985,M02,February,0.063,APUS37A72610
1985,M01,January,0.063,APUS37A72610
1984,M12,December,0.062,APUS37A72610
1984,M11,November,0.063,APUS37A72610
1984,M10,October,0.077,APUS37A72610
1984,M09,September,0.080,APUS37A72610
1984,M08,August,0.080,APUS37A72610
1984,M07,July,0.079,APUS37A72610
1984,M06,June,0.076,APUS37A72610
1984,M05,May,0.076,APUS37A72610
1984,M04,April,0.063,APUS37A72610
1984,M03,March,0.064,APUS37A72610
1984,M02,February,0.066,APUS37A72610
1984,M01,January,0.064,APUS37A72610
2003,M12,December,0.069,APUS49D72610
2003,M11,November,0.069,APUS49D72610
2003,M10,October,0.069,APUS49D72610
2003,M09,September,0.070,APUS49D72610
2003,M08,August,0.070,APUS49D72610
2003,M07,July,0.070,APUS49D72610
2003,M06,June,0.070,APUS49D72610
2003,M05,May,0.070,APUS49D72610
2003,M04,April,0.070,APUS49D72610
2003,M03,March,0.069,APUS49D72610
2003,M02,February,0.075,APUS49D72610
2003,M01,January,0.075,APUS49D72610
2002,M12,December,0.075,APUS49D72610
2002,M11,November,0.075,APUS49D72610
2002,M10,October,0.075,APUS49D72610
2002,M09,September,0.076,APUS49D72610
2002,M08,August,0.076,APUS49D72610
2002,M07,July,0.076,APUS49D72610
2002,M06,June,0.071,APUS49D72610
2002,M05,May,0.071,APUS49D72610
2002,M04,April,0.071,APUS49D72610
2002,M03,March,0.070,APUS49D72610
2002,M02,February,0.070,APUS49D72610
2002,M01,January,0.070,APUS49D72610
2001,M12,December,0.071,APUS49D72610
2001,M11,November,0.071,APUS49D72610
2001,M10,October,0.072,APUS49D72610
2001,M09,September,0.068,APUS49D72610
2001,M08,August,0.068,APUS49D72610
2001,M07,July,0.068,APUS49D72610
2001,M06,June,0.065,APUS49D72610
2001,M05,May,0.065,APUS49D72610
2001,M04,April,0.065,APUS49D72610
2001,M03,March,0.068,APUS49D72610
2001,M02,February,0.066,APUS49D72610
2001,M01,January,0.063,APUS49D72610
2000,M12,December,0.059,APUS49D72610
2000,M11,November,0.052,APUS49D72610
2000,M10,October,0.059,APUS49D72610
2000,M09,September,0.056,APUS49D72610
2000,M08,August,0.054,APUS49D72610
2000,M07,July,0.054,APUS49D72610
2000,M06,June,0.054,APUS49D72610
2000,M05,May,0.054,APUS49D72610
2000,M04,April,0.054,APUS49D72610
2000,M03,March,0.057,APUS49D72610
2000,M02,February,0.059,APUS49D72610
2000,M01,January,0.059,APUS49D72610
1999,M12,December,0.058,APUS49D72610
1999,M11,November,0.058,APUS49D72610
1999,M10,October,0.058,APUS49D72610
1999,M09,September,0.055,APUS49D72610
1999,M08,August,0.052,APUS49D72610
1999,M07,July,0.052,APUS49D72610
1999,M06,June,0.052,APUS49D72610
1999,M05,May,0.052,APUS49D72610
1999,M04,April,0.052,APUS49D72610
1999,M03,March,0.054,APUS49D72610
1999,M02,February,0.057,APUS49D72610
1999,M01,January,0.057,APUS49D72610
1998,M12,December,0.057,APUS49D72610
1998,M11,November,0.057,APUS49D72610
1998,M10,October,0.057,APUS49D72610
1998,M09,September,0.054,APUS49D72610
1998,M08,August,0.051,APUS49D72610
1998,M07,July,0.051,APUS49D72610
1998,M06,June,0.051,APUS49D72610
1998,M05,May,0.051,APUS49D72610
1998,M04,April,0.051,APUS49D72610
1998,M03,March,0.054,APUS49D72610
1998,M02,February,0.057,APUS49D72610
1998,M01,January,0.056,APUS49D72610
1986,M12,December,0.047,APUS49D72610
1986,M11,November,0.041,APUS49D72610
1986,M10,October,0.041,APUS49D72610
1986,M09,September,0.040,APUS49D72610
1986,M08,August,0.040,APUS49D72610
1986,M07,July,0.040,APUS49D72610
1986,M06,June,0.040,APUS49D72610
1986,M05,May,0.039,APUS49D72610
1986,M04,April,0.039,APUS49D72610
1986,M03,March,0.045,APUS49D72610
1986,M02,February,0.045,APUS49D72610
1986,M01,January,0.047,APUS49D72610
1985,M12,December,0.046,APUS49D72610
1985,M11,November,0.044,APUS49D72610
1985,M10,October,0.044,APUS49D72610
1985,M08,August,0.040,APUS49D72610
1985,M07,July,0.040,APUS49D72610
1985,M06,June,0.041,APUS49D72610
1985,M05,May,0.043,APUS49D72610
1985,M04,April,0.043,APUS49D72610
1985,M03,March,0.046,APUS49D72610
1985,M02,February,0.046,APUS49D72610
1985,M01,January,0.047,APUS49D72610
1984,M12,December,0.047,APUS49D72610
1984,M11,November,0.044,APUS49D72610
1984,M10,October,0.044,APUS49D72610
1984,M09,September,0.041,APUS49D72610
1984,M08,August,0.041,APUS49D72610
1984,M07,July,0.041,APUS49D72610
1984,M06,June,0.041,APUS49D72610
1984,M05,May,0.039,APUS49D72610
1984,M04,April,0.038,APUS49D72610
1984,M03,March,0.043,APUS49D72610
1984,M02,February,0.043,APUS49D72610
1984,M01,January,0.043,APUS49D72610
2003,M12,December,0.150,APUS49B72610
2003,M11,November,0.150,APUS49B72610
2003,M10,October,0.158,APUS49B72610
2003,M09,September,0.158,APUS49B72610
2003,M08,August,0.158,APUS49B72610
2003,M07,July,0.158,APUS49B72610
2003,M06,June,0.158,APUS49B72610
2003,M05,May,0.162,APUS49B72610
2003,M04,April,0.155,APUS49B72610
2003,M03,March,0.155,APUS49B72610
2003,M02,February,0.155,APUS49B72610
2003,M01,January,0.155,APUS49B72610
2002,M12,December,0.155,APUS49B72610
2002,M11,November,0.155,APUS49B72610
2002,M10,October,0.162,APUS49B72610
2002,M09,September,0.162,APUS49B72610
2002,M08,August,0.162,APUS49B72610
2002,M07,July,0.162,APUS49B72610
2002,M06,June,0.162,APUS49B72610
2002,M05,May,0.162,APUS49B72610
2002,M04,April,0.161,APUS49B72610
2002,M03,March,0.160,APUS49B72610
2002,M02,February,0.160,APUS49B72610
2002,M01,January,0.160,APUS49B72610
2001,M12,December,0.160,APUS49B72610
2001,M11,November,0.160,APUS49B72610
2001,M10,October,0.168,APUS49B72610
2001,M09,September,0.168,APUS49B72610
2001,M08,August,0.168,APUS49B72610
2001,M07,July,0.168,APUS49B72610
2001,M06,June,0.168,APUS49B72610
2001,M05,May,0.125,APUS49B72610
2001,M04,April,0.124,APUS49B72610
2001,M03,March,0.124,APUS49B72610
2001,M02,February,0.124,APUS49B72610
2001,M01,January,0.124,APUS49B72610
2000,M12,December,0.115,APUS49B72610
2000,M11,November,0.115,APUS49B72610
2000,M10,October,0.115,APUS49B72610
2000,M09,September,0.115,APUS49B72610
2000,M08,August,0.115,APUS49B72610
2000,M07,July,0.115,APUS49B72610
2000,M06,June,0.115,APUS49B72610
2000,M05,May,0.115,APUS49B72610
2000,M04,April,0.115,APUS49B72610
2000,M03,March,0.115,APUS49B72610
2000,M02,February,0.115,APUS49B72610
2000,M01,January,0.115,APUS49B72610
1999,M12,December,0.115,APUS49B72610
1999,M11,November,0.115,APUS49B72610
1999,M10,October,0.115,APUS49B72610
1999,M09,September,0.115,APUS49B72610
1999,M08,August,0.115,APUS49B72610
1999,M07,July,0.115,APUS49B72610
1999,M06,June,0.115,APUS49B72610
1999,M05,May,0.115,APUS49B72610
1999,M04,April,0.115,APUS49B72610
1999,M03,March,0.115,APUS49B72610
1999,M02,February,0.115,APUS49B72610
1999,M01,January,0.115,APUS49B72610
1998,M12,December,0.115,APUS49B72610
1998,M11,November,0.115,APUS49B72610
1998,M10,October,0.108,APUS49B72610
1998,M09,September,0.115,APUS49B72610
1998,M08,August,0.115,APUS49B72610
1998,M07,July,0.115,APUS49B72610
1998,M06,June,0.115,APUS49B72610
1998,M05,May,0.115,APUS49B72610
1998,M04,April,0.115,APUS49B72610
1998,M03,March,0.115,APUS49B72610
1998,M02,February,0.103,APUS49B72610
1998,M01,January,0.115,APUS49B72610
1997,M12,December,0.127,APUS49B72610
1997,M11,November,0.127,APUS49B72610
1997,M10,October,0.127,APUS49B72610
1997,M09,September,0.128,APUS49B72610
1997,M08,August,0.128,APUS49B72610
1997,M07,July,0.128,APUS49B72610
1997,M06,June,0.128,APUS49B72610
1997,M05,May,0.128,APUS49B72610
1997,M04,April,0.122,APUS49B72610
1997,M03,March,0.127,APUS49B72610
1997,M02,February,0.127,APUS49B72610
1997,M01,January,0.127,APUS49B72610
1996,M12,December,0.127,APUS49B72610
1996,M11,November,0.127,APUS49B72610
1996,M10,October,0.128,APUS49B72610
1996,M09,September,0.128,APUS49B72610
1996,M08,August,0.128,APUS49B72610
1996,M07,July,0.128,APUS49B72610
1996,M06,June,0.128,APUS49B72610
1996,M05,May,0.128,APUS49B72610
1996,M04,April,0.127,APUS49B72610
1996,M03,March,0.127,APUS49B72610
1996,M02,February,0.127,APUS49B72610
1996,M01,January,0.127,APUS49B72610
1995,M12,December,0.130,APUS49B72610
1995,M11,November,0.130,APUS49B72610
1995,M10,October,0.131,APUS49B72610
1995,M09,September,0.131,APUS49B72610
1995,M08,August,0.131,APUS49B72610
1995,M07,July,0.131,APUS49B72610
1995,M06,June,0.131,APUS49B72610
1995,M05,May,0.131,APUS49B72610
