year,period,periodName,value,seriesId
1990,M09,September,0.108,APUA42172610
1990,M08,August,0.108,APUA42172610
1990,M07,July,0.108,APUA42172610
1990,M06,June,0.108,APUA42172610
1990,M05,May,0.107,APUA42172610
1990,M04,April,0.108,APUA42172610
1990,M03,March,0.108,APUA42172610
1990,M02,February,0.108,APUA42172610
1990,M01,January,0.105,APUA42172610
1989,M12,December,0.105,APUA42172610
1989,M11,November,0.105,APUA42172610
1989,M10,October,0.104,APUA42172610
1989,M09,September,0.103,APUA42172610
1989,M08,August,0.104,APUA42172610
1989,M07,July,0.104,APUA42172610
1989,M06,June,0.099,APUA42172610
1989,M05,May,0.100,APUA42172610
1989,M04,April,0.101,APUA42172610
1989,M03,March,0.101,APUA42172610
1989,M02,February,0.101,APUA42172610
1989,M01,January,0.102,APUA42172610
1988,M12,December,0.100,APUA42172610
1988,M11,November,0.100,APUA42172610
1988,M10,October,0.098,APUA42172610
1988,M09,September,0.092,APUA42172610
1988,M08,August,0.092,APUA42172610
1988,M07,July,0.092,APUA42172610
1988,M06,June,0.092,APUA42172610
1988,M05,May,0.090,APUA42172610
1988,M04,April,0.090,APUA42172610
1988,M03,March,0.090,APUA42172610
1988,M02,February,0.090,APUA42172610
1988,M01,January,0.090,APUA42172610
1987,M12,December,0.086,APUA42172610
1987,M11,November,0.086,APUA42172610
1987,M10,October,0.085,APUA42172610
1987,M09,September,0.084,APUA42172610
1987,M08,August,0.084,APUA42172610
1987,M07,July,0.084,APUA42172610
1987,M06,June,0.084,APUA42172610
1987,M05,May,0.084,APUA42172610
1987,M04,April,0.087,APUA42172610
1987,M03,March,0.084,APUA42172610
1987,M02,February,0.085,APUA42172610
1987,M01,January,0.084,APUA42172610
1986,M12,December,0.081,APUA42172610
1986,M11,November,0.081,APUA42172610
1986,M10,October,0.081,APUA42172610
1986,M09,September,0.082,APUA42172610
1986,M08,August,0.082,APUA42172610
1986,M07,July,0.082,APUA42172610
1986,M06,June,0.081,APUA42172610
1986,M05,May,0.082,APUA42172610
1986,M04,April,0.084,APUA42172610
1986,M03,March,0.082,APUA42172610
1986,M02,February,0.082,APUA42172610
1986,M01,January,0.086,APUA42172610
1985,M12,December,0.085,APUA42172610
1985,M11,November,0.084,APUA42172610
1985,M10,October,0.084,APUA42172610
1985,M08,August,0.082,APUA42172610
1985,M07,July,0.082,APUA42172610
1985,M06,June,0.080,APUA42172610
1985,M05,May,0.080,APUA42172610
1985,M04,April,0.081,APUA42172610
1985,M03,March,0.085,APUA42172610
1985,M02,February,0.085,APUA42172610
1985,M01,January,0.085,APUA42172610
1984,M12,December,0.083,APUA42172610
1984,M11,November,0.083,APUA42172610
1984,M10,October,0.083,APUA42172610
1984,M09,September,0.080,APUA42172610
1984,M08,August,0.080,APUA42172610
1984,M07,July,0.080,APUA42172610
1984,M06,June,0.078,APUA42172610
1984,M05,May,0.078,APUA42172610
1984,M04,April,0.078,APUA42172610
1984,M03,March,0.078,APUA42172610
1984,M02,February,0.079,APUA42172610
1984,M01,January,0.080,APUA42172610
2003,M12,December,0.101,APUS23A72610
2003,M11,November,0.101,APUS23A72610
2003,M10,October,0.101,APUS23A72610
2003,M09,September,0.108,APUS23A72610
2003,M08,August,0.108,APUS23A72610
2003,M07,July,0.108,APUS23A72610
2003,M06,June,0.108,APUS23A72610
2003,M05,May,0.101,APUS23A72610
2003,M04,April,0.101,APUS23A72610
2003,M03,March,0.101,APUS23A72610
2003,M02,February,0.101,APUS23A72610
2003,M01,January,0.101,APUS23A72610
2002,M12,December,0.101,APUS23A72610
2002,M11,November,0.101,APUS23A72610
2002,M10,October,0.101,APUS23A72610
2002,M09,September,0.109,APUS23A72610
2002,M08,August,0.109,APUS23A72610
2002,M07,July,0.109,APUS23A72610
2002,M06,June,0.109,APUS23A72610
2002,M05,May,0.101,APUS23A72610
2002,M04,April,0.101,APUS23A72610
2002,M03,March,0.101,APUS23A72610
2002,M02,February,0.101,APUS23A72610
2002,M01,January,0.101,APUS23A72610
2001,M12,December,0.101,APUS23A72610
2001,M11,November,0.101,APUS23A72610
2001,M10,October,0.101,APUS23A72610
2001,M09,September,0.114,APUS23A72610
2001,M08,August,0.114,APUS23A72610
2001,M07,July,0.114,APUS23A72610
2001,M06,June,0.114,APUS23A72610
2001,M05,May,0.106,APUS23A72610
2001,M04,April,0.103,APUS23A72610
2001,M03,March,0.103,APUS23A72610
2001,M02,February,0.103,APUS23A72610
2001,M01,January,0.103,APUS23A72610
2000,M12,December,0.103,APUS23A72610
2000,M11,November,0.103,APUS23A72610
2000,M10,October,0.103,APUS23A72610
2000,M09,September,0.111,APUS23A72610
2000,M08,August,0.111,APUS23A72610
2000,M07,July,0.111,APUS23A72610
2000,M06,June,0.111,APUS23A72610
2000,M05,May,0.103,APUS23A72610
2000,M04,April,0.103,APUS23A72610
2000,M03,March,0.103,APUS23A72610
2000,M02,February,0.103,APUS23A72610
2000,M01,January,0.103,APUS23A72610
1999,M12,December,0.103,APUS23A72610
1999,M11,November,0.103,APUS23A72610
1999,M10,October,0.103,APUS23A72610
1999,M09,September,0.111,APUS23A72610
1999,M08,August,0.111,APUS23A72610
1999,M07,July,0.111,APUS23A72610
1999,M06,June,0.111,APUS23A72610
1999,M05,May,0.103,APUS23A72610
1999,M04,April,0.103,APUS23A72610
1999,M03,March,0.100,APUS23A72610
1999,M02,February,0.103,APUS23A72610
1999,M01,January,0.102,APUS23A72610
1998,M12,December,0.103,APUS23A72610
1998,M11,November,0.103,APUS23A72610
1998,M10,October,0.103,APUS23A72610
1998,M09,September,0.111,APUS23A72610
1998,M08,August,0.110,APUS23A72610
1998,M07,July,0.128,APUS23A72610
1998,M06,June,0.128,APUS23A72610
1998,M05,May,0.118,APUS23A72610
1998,M04,April,0.117,APUS23A72610
1998,M03,March,0.119,APUS23A72610
1998,M02,February,0.114,APUS23A72610
1998,M01,January,0.119,APUS23A72610
1997,M12,December,0.117,APUS23A72610
1997,M11,November,0.116,APUS23A72610
1997,M10,October,0.113,APUS23A72610
1997,M09,September,0.128,APUS23A72610
1997,M08,August,0.129,APUS23A72610
1997,M07,July,0.127,APUS23A72610
1997,M06,June,0.131,APUS23A72610
1997,M05,May,0.122,APUS23A72610
1997,M04,April,0.122,APUS23A72610
1997,M03,March,0.120,APUS23A72610
1997,M02,February,0.115,APUS23A72610
1997,M01,January,0.118,APUS23A72610
1996,M12,December,0.117,APUS23A72610
1996,M11,November,0.116,APUS23A72610
1996,M10,October,0.121,APUS23A72610
1996,M09,September,0.123,APUS23A72610
1996,M08,August,0.126,APUS23A72610
1996,M07,July,0.127,APUS23A72610
1996,M06,June,0.124,APUS23A72610
1996,M05,May,0.110,APUS23A72610
1996,M04,April,0.109,APUS23A72610
1996,M03,March,0.109,APUS23A72610
1996,M02,February,0.110,APUS23A72610
1996,M01,January,0.110,APUS23A72610
1995,M12,December,0.108,APUS23A72610
1995,M11,November,0.109,APUS23A72610
1995,M10,October,0.113,APUS23A72610
1995,M09,September,0.122,APUS23A72610
1995,M08,August,0.124,APUS23A72610
1995,M07,July,0.123,APUS23A72610
1995,M06,June,0.123,APUS23A72610
1995,M05,May,0.107,APUS23A72610
1995,M04,April,0.109,APUS23A72610
1995,M03,March,0.111,APUS23A72610
1995,M02,February,0.108,APUS23A72610
1995,M01,January,0.115,APUS23A72610
1994,M12,December,0.102,APUS23A72610
1994,M11,November,0.101,APUS23A72610
1994,M10,October,0.078,APUS23A72610
1994,M09,September,0.089,APUS23A72610
1994,M08,August,0.090,APUS23A72610
1994,M07,July,0.089,APUS23A72610
1994,M06,June,0.089,APUS23A72610
1994,M05,May,0.075,APUS23A72610
1994,M04,April,0.076,APUS23A72610
1994,M03,March,0.079,APUS23A72610
1994,M02,February,0.076,APUS23A72610
1994,M01,January,0.076,APUS23A72610
1993,M12,December,0.078,APUS23A72610
1993,M11,November,0.079,APUS23A72610
1993,M10,October,0.111,APUS23A72610
1993,M09,September,0.125,APUS23A72610
1993,M08,August,0.124,APUS23A72610
1993,M07,July,0.124,APUS23A72610
1993,M06,June,0.123,APUS23A72610
1993,M05,May,0.108,APUS23A72610
1993,M04,April,0.109,APUS23A72610
1993,M03,March,0.109,APUS23A72610
1993,M02,February,0.104,APUS23A72610
1993,M01,January,0.106,APUS23A72610
1992,M12,December,0.105,APUS23A72610
1992,M11,November,0.086,APUS23A72610
1992,M10,October,0.088,APUS23A72610
1992,M09,September,0.113,APUS23A72610
1992,M08,August,0.112,APUS23A72610
1992,M07,July,0.112,APUS23A72610
1992,M06,June,0.125,APUS23A72610
1992,M05,May,0.106,APUS23A72610
1992,M04,April,0.104,APUS23A72610
1992,M03,March,0.107,APUS23A72610
1992,M02,February,0.092,APUS23A72610
1992,M01,January,0.102,APUS23A72610
1991,M12,December,0.098,APUS23A72610
1991,M11,November,0.075,APUS23A72610
1991,M10,October,0.100,APUS23A72610
1991,M09,September,0.119,APUS23A72610
1991,M08,August,0.119,APUS23A72610
1991,M07,July,0.123,APUS23A72610
1991,M06,June,0.122,APUS23A72610
1991,M05,May,0.100,APUS23A72610
1991,M04,April,0.100,APUS23A72610
1991,M03,March,0.102,APUS23A72610
1991,M02,February,0.084,APUS23A72610
1991,M01,January,0.084,APUS23A72610
1990,M12,December,0.064,APUS23A72610
1990,M11,November,0.065,APUS23A72610
1990,M10,October,0.065,APUS23A72610
1990,M09,September,0.120,APUS23A72610
1990,M08,August,0.118,APUS23A72610
1990,M07,July,0.121,APUS23A72610
1990,M06,June,0.138,APUS23A72610
1990,M05,May,0.092,APUS23A72610
1990,M04,April,0.091,APUS23A72610
1990,M03,March,0.093,APUS23A72610
1990,M02,February,0.092,APUS23A72610
1990,M01,January,0.091,APUS23A72610
1989,M12,December,0.091,APUS23A72610
1989,M11,November,0.091,APUS23A72610
1989,M10,October,0.091,APUS23A72610
1989,M09,September,0.136,APUS23A72610
1989,M08,August,0.135,APUS23A72610
1989,M07,July,0.135,APUS23A72610
1989,M06,June,0.135,APUS23A72610
1989,M05,May,0.091,APUS23A72610
1989,M04,April,0.091,APUS23A72610
1989,M03,March,0.091,APUS23A72610
1989,M02,February,0.092,APUS23A72610
1989,M01,January,0.092,APUS23A72610
1988,M12,December,0.106,APUS23A72610
1988,M11,November,0.092,APUS23A72610
1988,M10,October,0.108,APUS23A72610
1988,M09,September,0.134,APUS23A72610
1988,M08,August,0.134,APUS23A72610
1988,M07,July,0.133,APUS23A72610
1988,M06,June,0.135,APUS23A72610
1988,M05,May,0.078,APUS23A72610
1988,M04,April,0.077,APUS23A72610
1988,M03,March,0.077,APUS23A72610
1988,M02,February,0.077,APUS23A72610
1988,M01,January,0.078,APUS23A72610
1987,M12,December,0.079,APUS23A72610
1987,M11,November,0.081,APUS23A72610
1987,M10,October,0.084,APUS23A72610
1987,M09,September,0.156,APUS23A72610
1987,M08,August,0.156,APUS23A72610
1987,M07,July,0.156,APUS23A72610
1987,M06,June,0.155,APUS23A72610
1987,M05,May,0.085,APUS23A72610
1987,M04,April,0.084,APUS23A72610
1987,M03,March,0.084,APUS23A72610
1987,M02,February,0.084,APUS23A72610
1987,M01,January,0.084,APUS23A72610
1986,M12,December,0.082,APUS23A72610
1986,M11,November,0.084,APUS23A72610
1986,M10,October,0.084,APUS23A72610
1986,M09,September,0.144,APUS23A72610
1986,M08,August,0.139,APUS23A72610
1986,M07,July,0.138,APUS23A72610
1986,M06,June,0.137,APUS23A72610
1986,M05,May,0.082,APUS23A72610
1986,M04,April,0.084,APUS23A72610
1986,M03,March,0.088,APUS23A72610
1986,M02,February,0.088,APUS23A72610
1986,M01,January,0.090,APUS23A72610
1985,M12,December,0.087,APUS23A72610
1985,M11,November,0.087,APUS23A72610
1985,M10,October,0.087,APUS23A72610
1985,M08,August,0.132,APUS23A72610
1985,M07,July,0.133,APUS23A72610
1985,M06,June,0.132,APUS23A72610
1985,M05,May,0.088,APUS23A72610
1985,M04,April,0.087,APUS23A72610
1985,M03,March,0.090,APUS23A72610
1985,M02,February,0.090,APUS23A72610
1985,M01,January,0.090,APUS23A72610
1984,M12,December,0.090,APUS23A72610
1984,M11,November,0.099,APUS23A72610
1984,M10,October,0.099,APUS23A72610
1984,M09,September,0.128,APUS23A72610
1984,M08,August,0.128,APUS23A72610
1984,M07,July,0.113,APUS23A72610
1984,M06,June,0.113,APUS23A72610
1984,M05,May,0.092,APUS23A72610
1984,M04,April,0.095,APUS23A72610
1984,M03,March,0.095,APUS23A72610
1984,M02,February,0.092,APUS23A72610
1984,M01,January,0.092,APUS23A72610
2003,M12,December,0.098,APUS37B72610
2003,M11,November,0.098,APUS37B72610
2003,M10,October,0.113,APUS37B72610
2003,M09,September,0.113,APUS37B72610
2003,M08,August,0.113,APUS37B72610
2003,M07,July,0.104,APUS37B72610
2003,M06,June,0.104,APUS37B72610
2003,M05,May,0.104,APUS37B72610
2003,M04,April,0.089,APUS37B72610
2003,M03,March,0.081,APUS37B72610
2003,M02,February,0.081,APUS37B72610
2003,M01,January,0.081,APUS37B72610
2002,M12,December,0.078,APUS37B72610
2002,M11,November,0.078,APUS37B72610
2002,M10,October,0.094,APUS37B72610
2002,M09,September,0.094,APUS37B72610
2002,M08,August,0.089,APUS37B72610
2002,M07,July,0.089,APUS37B72610
2002,M06,June,0.089,APUS37B72610
2002,M05,May,0.089,APUS37B72610
2002,M04,April,0.074,APUS37B72610
2002,M03,March,0.074,APUS37B72610
2002,M02,February,0.074,APUS37B72610
2002,M01,January,0.074,APUS37B72610
2001,M12,December,0.090,APUS37B72610
2001,M11,November,0.090,APUS37B72610
2001,M10,October,0.106,APUS37B72610
2001,M09,September,0.106,APUS37B72610
2001,M08,August,0.107,APUS37B72610
2001,M07,July,0.113,APUS37B72610
2001,M06,June,0.112,APUS37B72610
2001,M05,May,0.113,APUS37B72610
2001,M04,April,0.091,APUS37B72610
2001,M03,March,0.091,APUS37B72610
2001,M02,February,0.091,APUS37B72610
2001,M01,January,0.090,APUS37B72610
2000,M12,December,0.090,APUS37B72610
2000,M11,November,0.081,APUS37B72610
2000,M10,October,0.096,APUS37B72610
2000,M09,September,0.096,APUS37B72610
2000,M08,August,0.086,APUS37B72610
2000,M07,July,0.086,APUS37B72610
2000,M06,June,0.087,APUS37B72610
2000,M05,May,0.087,APUS37B72610
2000,M04,April,0.071,APUS37B72610
2000,M03,March,0.071,APUS37B72610
2000,M02,February,0.071,APUS37B72610
2000,M01,January,0.071,APUS37B72610
1999,M12,December,0.073,APUS37B72610
1999,M11,November,0.072,APUS37B72610
1999,M10,October,0.088,APUS37B72610
1999,M09,September,0.088,APUS37B72610
1999,M08,August,0.087,APUS37B72610
1999,M07,July,0.087,APUS37B72610
1999,M06,June,0.087,APUS37B72610
1999,M05,May,0.087,APUS37B72610
1999,M04,April,0.072,APUS37B72610
1999,M03,March,0.072,APUS37B72610
1999,M02,February,0.072,APUS37B72610
1999,M01,January,0.072,APUS37B72610
1998,M12,December,0.073,APUS37B72610
1998,M11,November,0.073,APUS37B72610
1998,M10,October,0.089,APUS37B72610
1998,M09,September,0.087,APUS37B72610
1998,M08,August,0.089,APUS37B72610
1998,M07,July,0.089,APUS37B72610
1998,M06,June,0.087,APUS37B72610
1998,M05,May,0.087,APUS37B72610
1998,M04,April,0.071,APUS37B72610
1998,M03,March,0.071,APUS37B72610
1998,M02,February,0.071,APUS37B72610
1998,M01,January,0.072,APUS37B72610
1997,M12,December,0.074,APUS37B72610
1997,M11,November,0.074,APUS37B72610
1997,M10,October,0.091,APUS37B72610
1997,M09,September,0.091,APUS37B72610
1997,M08,August,0.091,APUS37B72610
1997,M07,July,0.092,APUS37B72610
1997,M06,June,0.092,APUS37B72610
1997,M05,May,0.092,APUS37B72610
1997,M04,April,0.075,APUS37B72610
1997,M03,March,0.075,APUS37B72610
1997,M02,February,0.072,APUS37B72610
1997,M01,January,0.072,APUS37B72610
1996,M12,December,0.072,APUS37B72610
1996,M11,November,0.072,APUS37B72610
1996,M10,October,0.088,APUS37B72610
1996,M09,September,0.088,APUS37B72610
1996,M08,August,0.091,APUS37B72610
1996,M07,July,0.090,APUS37B72610
1996,M06,June,0.090,APUS37B72610
1996,M05,May,0.090,APUS37B72610
1996,M04,April,0.079,APUS37B72610
1996,M03,March,0.079,APUS37B72610
1996,M02,February,0.078,APUS37B72610
1996,M01,January,0.078,APUS37B72610
1995,M12,December,0.079,APUS37B72610
1995,M11,November,0.079,APUS37B72610
1995,M10,October,0.090,APUS37B72610
1995,M09,September,0.069,APUS37B72610
1995,M08,August,0.090,APUS37B72610
1995,M07,July,0.089,APUS37B72610
1995,M06,June,0.090,APUS37B72610
1995,M05,May,0.090,APUS37B72610
1995,M04,April,0.035,APUS37B72610
1995,M03,March,0.081,APUS37B72610
1995,M02,February,0.082,APUS37B72610
1995,M01,January,0.082,APUS37B72610
1994,M12,December,0.084,APUS37B72610
1994,M11,November,0.083,APUS37B72610
1994,M10,October,0.096,APUS37B72610
1994,M09,September,0.095,APUS37B72610
1994,M08,August,0.096,APUS37B72610
1994,M07,July,0.095,APUS37B72610
1994,M06,June,0.095,APUS37B72610
1994,M05,May,0.095,APUS37B72610
1994,M04,April,0.083,APUS37B72610
1994,M03,March,0.083,APUS37B72610
1994,M02,February,0.084,APUS37B72610
1994,M01,January,0.084,APUS37B72610
1993,M12,December,0.085,APUS37B72610
1993,M11,November,0.085,APUS37B72610
1993,M10,October,0.096,APUS37B72610
1993,M09,September,0.096,APUS37B72610
1993,M08,August,0.096,APUS37B72610
1993,M07,July,0.096,APUS37B72610
1993,M06,June,0.094,APUS37B72610
1993,M05,May,0.094,APUS37B72610
1993,M04,April,0.079,APUS37B72610
1993,M03,March,0.079,APUS37B72610
1993,M02,February,0.078,APUS37B72610
1993,M01,January,0.079,APUS37B72610
1992,M12,December,0.078,APUS37B72610
1992,M11,November,0.078,APUS37B72610
1992,M10,October,0.094,APUS37B72610
1992,M09,September,0.093,APUS37B72610
1992,M08,August,0.086,APUS37B72610
1992,M07,July,0.092,APUS37B72610
1992,M06,June,0.093,APUS37B72610
1992,M05,May,0.093,APUS37B72610
1992,M04,April,0.079,APUS37B72610
1992,M03,March,0.078,APUS37B72610
1992,M02,February,0.061,APUS37B72610
1992,M01,January,0.078,APUS37B72610
1991,M12,December,0.078,APUS37B72610
1991,M11,November,0.078,APUS37B72610
1991,M10,October,0.093,APUS37B72610
1991,M09,September,0.093,APUS37B72610
1991,M08,August,0.086,APUS37B72610
1991,M07,July,0.092,APUS37B72610
1991,M06,June,0.092,APUS37B72610
1991,M05,May,0.086,APUS37B72610
1991,M04,April,0.072,APUS37B72610
1991,M03,March,0.071,APUS37B72610
1991,M02,February,0.071,APUS37B72610
1991,M01,January,0.072,APUS37B72610
1990,M12,December,0.072,APUS37B72610
1990,M11,November,0.073,APUS37B72610
1990,M10,October,0.085,APUS37B72610
1990,M09,September,0.085,APUS37B72610
1990,M08,August,0.085,APUS37B72610
1990,M07,July,0.085,APUS37B72610
1990,M06,June,0.085,APUS37B72610
1990,M05,May,0.085,APUS37B72610
1990,M04,April,0.073,APUS37B72610
1990,M03,March,0.073,APUS37B72610
1990,M02,February,0.073,APUS37B72610
1990,M01,January,0.072,APUS37B72610
1989,M12,December,0.073,APUS37B72610
1989,M11,November,0.073,APUS37B72610
1989,M10,October,0.086,APUS37B72610
1989,M09,September,0.085,APUS37B72610
1989,M08,August,0.084,APUS37B72610
1989,M07,July,0.084,APUS37B72610
1989,M06,June,0.085,APUS37B72610
1989,M05,May,0.080,APUS37B72610
1989,M04,April,0.067,APUS37B72610
1989,M03,March,0.065,APUS37B72610
1989,M02,February,0.065,APUS37B72610
1989,M01,January,0.068,APUS37B72610
1988,M12,December,0.068,APUS37B72610
1988,M11,November,0.066,APUS37B72610
1988,M10,October,0.079,APUS37B72610
1988,M09,September,0.079,APUS37B72610
1988,M08,August,0.078,APUS37B72610
1988,M07,July,0.077,APUS37B72610
1988,M06,June,0.077,APUS37B72610
1988,M05,May,0.078,APUS37B72610
1988,M04,April,0.067,APUS37B72610
1988,M03,March,0.066,APUS37B72610
1988,M02,February,0.066,APUS37B72610
1988,M01,January,0.067,APUS37B72610
1987,M12,December,0.067,APUS37B72610
1987,M11,November,0.067,APUS37B72610
1987,M10,October,0.079,APUS37B72610
1987,M09,September,0.078,APUS37B72610
1987,M08,August,0.078,APUS37B72610
1987,M07,July,0.078,APUS37B72610
1987,M06,June,0.079,APUS37B72610
1987,M05,May,0.078,APUS37B72610
1987,M04,April,0.067,APUS37B72610
1987,M03,March,0.067,APUS37B72610
1987,M02,February,0.066,APUS37B72610
1987,M01,January,0.067,APUS37B72610
1986,M12,December,0.067,APUS37B72610
1986,M11,November,0.069,APUS37B72610
1986,M10,October,0.080,APUS37B72610
1986,M09,September,0.079,APUS37B72610
1986,M08,August,0.081,APUS37B72610
1986,M07,July,0.081,APUS37B72610
1986,M06,June,0.080,APUS37B72610
1986,M05,May,0.080,APUS37B72610
1986,M04,April,0.071,APUS37B72610
1986,M03,March,0.077,APUS37B72610
1986,M02,February,0.076,APUS37B72610
1986,M01,January,0.076,APUS37B72610
1985,M12,December,0.077,APUS37B72610
1985,M11,November,0.077,APUS37B72610
1985,M10,October,0.088,APUS37B72610
1985,M08,August,0.088,APUS37B72610
1985,M07,July,0.088,APUS37B72610
1985,M06,June,0.093,APUS37B72610
1985,M05,May,0.093,APUS37B72610
1985,M04,April,0.082,APUS37B72610
1985,M03,March,0.080,APUS37B72610
1985,M02,February,0.080,APUS37B72610
1985,M01,January,0.074,APUS37B72610
1984,M12,December,0.074,APUS37B72610
1984,M11,November,0.089,APUS37B72610
1984,M10,October,0.089,APUS37B72610
1984,M09,September,0.089,APUS37B72610
1984,M08,August,0.089,APUS37B72610
1984,M07,July,0.089,APUS37B72610
1984,M06,June,0.089,APUS37B72610
1984,M05,May,0.089,APUS37B72610
1984,M04,April,0.074,APUS37B72610
1984,M03,March,0.074,APUS37B72610
1984,M02,February,0.074,APUS37B72610
1984,M01,January,0.074,APUS37B72610
2003,M12,December,0.121,APUS12B72610
2003,M11,November,0.121,APUS12B72610
2003,M10,October,0.121,APUS12B72610
2003,M09,September,0.132,APUS12B72610
2003,M08,August,0.132,APUS12B72610
2003,M07,July,0.129,APUS12B72610
2003,M06,June,0.129,APUS12B72610
2003,M05,May,0.117,APUS12B72610
2003,M04,April,0.117,APUS12B72610
2003,M03,March,0.117,APUS12B72610
2003,M02,February,0.117,APUS12B72610
2003,M01,January,0.117,APUS12B72610
2002,M12,December,0.117,APUS12B72610
2002,M11,November,0.116,APUS12B72610
2002,M10,October,0.116,APUS12B72610
2002,M09,September,0.129,APUS12B72610
2002,M08,August,0.129,APUS12B72610
2002,M07,July,0.130,APUS12B72610
2002,M06,June,0.130,APUS12B72610
2002,M05,May,0.118,APUS12B72610
2002,M04,April,0.118,APUS12B72610
2002,M03,March,0.118,APUS12B72610
2002,M02,February,0.117,APUS12B72610
2002,M01,January,0.117,APUS12B72610
2001,M12,December,0.117,APUS12B72610
2001,M11,November,0.116,APUS12B72610
2001,M10,October,0.119,APUS12B72610
2001,M09,September,0.128,APUS12B72610
2001,M08,August,0.128,APUS12B72610
2001,M07,July,0.128,APUS12B72610
2001,M06,June,0.128,APUS12B72610
2001,M05,May,0.116,APUS12B72610
2001,M04,April,0.115,APUS12B72610
2001,M03,March,0.115,APUS12B72610
2001,M02,February,0.118,APUS12B72610
2001,M01,January,0.119,APUS12B72610
2000,M12,December,0.111,APUS12B72610
2000,M11,November,0.111,APUS12B72610
2000,M10,October,0.111,APUS12B72610
2000,M09,September,0.125,APUS12B72610
2000,M08,August,0.125,APUS12B72610
2000,M07,July,0.125,APUS12B72610
2000,M06,June,0.125,APUS12B72610
2000,M05,May,0.111,APUS12B72610
2000,M04,April,0.111,APUS12B72610
2000,M03,March,0.111,APUS12B72610
2000,M02,February,0.111,APUS12B72610
2000,M01,January,0.111,APUS12B72610
1999,M12,December,0.111,APUS12B72610
1999,M11,November,0.111,APUS12B72610
1999,M10,October,0.112,APUS12B72610
1999,M09,September,0.124,APUS12B72610
1999,M08,August,0.124,APUS12B72610
1999,M07,July,0.131,APUS12B72610
1999,M06,June,0.131,APUS12B72610
1999,M05,May,0.114,APUS12B72610
1999,M04,April,0.114,APUS12B72610
1999,M03,March,0.114,APUS12B72610
1999,M02,February,0.114,APUS12B72610
1999,M01,January,0.114,APUS12B72610
1998,M12,December,0.119,APUS12B72610
1998,M11,November,0.119,APUS12B72610
1998,M10,October,0.119,APUS12B72610
1998,M09,September,0.134,APUS12B72610
1998,M08,August,0.134,APUS12B72610
1998,M07,July,0.134,APUS12B72610
1998,M06,June,0.134,APUS12B72610
1998,M05,May,0.119,APUS12B72610
1998,M04,April,0.119,APUS12B72610
1998,M03,March,0.119,APUS12B72610
1998,M02,February,0.119,APUS12B72610
1998,M01,January,0.119,APUS12B72610
1997,M12,December,0.119,APUS12B72610
1997,M11,November,0.119,APUS12B72610
1997,M10,October,0.119,APUS12B72610
1997,M09,September,0.133,APUS12B72610
1997,M08,August,0.133,APUS12B72610
1997,M07,July,0.133,APUS12B72610
1997,M06,June,0.133,APUS12B72610
1997,M05,May,0.119,APUS12B72610
1997,M04,April,0.119,APUS12B72610
1997,M03,March,0.119,APUS12B72610
1997,M02,February,0.119,APUS12B72610
1997,M01,January,0.116,APUS12B72610
1996,M12,December,0.119,APUS12B72610
1996,M11,November,0.119,APUS12B72610
1996,M10,October,0.119,APUS12B72610
1996,M09,September,0.132,APUS12B72610
1996,M08,August,0.132,APUS12B72610
1996,M07,July,0.132,APUS12B72610
1996,M06,June,0.132,APUS12B72610
1996,M05,May,0.118,APUS12B72610
1996,M04,April,0.118,APUS12B72610
1996,M03,March,0.117,APUS12B72610
1996,M02,February,0.117,APUS12B72610
1996,M01,January,0.117,APUS12B72610
1995,M12,December,0.117,APUS12B72610
1995,M11,November,0.119,APUS12B72610
1995,M10,October,0.117,APUS12B72610
1995,M09,September,0.133,APUS12B72610
1995,M08,August,0.133,APUS12B72610
1995,M07,July,0.134,APUS12B72610
1995,M06,June,0.134,APUS12B72610
1995,M05,May,0.118,APUS12B72610
1995,M04,April,0.118,APUS12B72610
1995,M03,March,0.118,APUS12B72610
1995,M02,February,0.118,APUS12B72610
1995,M01,January,0.118,APUS12B72610
1994,M12,December,0.117,APUS12B72610
1994,M11,November,0.117,APUS12B72610
1994,M10,October,0.117,APUS12B72610
1994,M09,September,0.130,APUS12B72610
1994,M08,August,0.130,APUS12B72610
1994,M07,July,0.129,APUS12B72610
1994,M06,June,0.125,APUS12B72610
1994,M05,May,0.107,APUS12B72610
1994,M04,April,0.107,APUS12B72610
1994,M03,March,0.105,APUS12B72610
1994,M02,February,0.105,APUS12B72610
1994,M01,January,0.105,APUS12B72610
1993,M12,December,0.107,APUS12B72610
1993,M11,November,0.107,APUS12B72610
1993,M10,October,0.107,APUS12B72610
1993,M09,September,0.128,APUS12B72610
1993,M08,August,0.128,APUS12B72610
1993,M07,July,0.128,APUS12B72610
1993,M06,June,0.128,APUS12B72610
1993,M05,May,0.107,APUS12B72610
1993,M04,April,0.107,APUS12B72610
1993,M03,March,0.110,APUS12B72610
1993,M02,February,0.110,APUS12B72610
1993,M01,January,0.110,APUS12B72610
1992,M12,December,0.112,APUS12B72610
1992,M11,November,0.112,APUS12B72610
1992,M10,October,0.112,APUS12B72610
1992,M09,September,0.134,APUS12B72610
1992,M08,August,0.134,APUS12B72610
1992,M07,July,0.134,APUS12B72610
1992,M06,June,0.134,APUS12B72610
1992,M05,May,0.112,APUS12B72610
1992,M04,April,0.112,APUS12B72610
1992,M03,March,0.115,APUS12B72610
1992,M02,February,0.115,APUS12B72610
1992,M01,January,0.115,APUS12B72610
1991,M12,December,0.115,APUS12B72610
