city,state,region,start,end,seriesId,MetroArea,city_state,geoloc,Latitude,Longitude,year,period,periodName,value,periodNum,date
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M02,February,0.087,02,198902
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M02,February,0.101,02,198902
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M02,February,0.056,02,198902
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M02,February,0.092,02,198902
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M02,February,0.089,02,198902
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M02,February,0.101,02,198902
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M02,February,0.067,02,198902
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M02,February,0.086,02,198902
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M02,February,0.095,02,198902
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M03,March,0.101,03,198903
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M03,March,0.056,03,198903
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M03,March,0.065,03,198903
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M03,March,0.091,03,198903
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M03,March,0.087,03,198903
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M03,March,0.095,03,198903
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M03,March,0.09,03,198903
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M03,March,0.101,03,198903
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M03,March,0.071,03,198903
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M03,March,0.086,03,198903
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M03,March,0.102,03,198903
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M03,March,0.108,03,198903
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M04,April,0.112,04,198904
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M04,April,0.086,04,198904
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M04,April,0.101,04,198904
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M04,April,0.101,04,198904
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M04,April,0.091,04,198904
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M04,April,0.09,04,198904
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M04,April,0.102,04,198904
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M04,April,0.056,04,198904
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M04,April,0.096,04,198904
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M04,April,0.067,04,198904
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M04,April,0.091,04,198904
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M04,April,0.07,04,198904
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M05,May,0.112,05,198905
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M05,May,0.086,05,198905
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M05,May,0.1,05,198905
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M05,May,0.09,05,198905
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M05,May,0.08,05,198905
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M05,May,0.091,05,198905
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M05,May,0.1,05,198905
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M05,May,0.071,05,198905
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M05,May,0.096,05,198905
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M05,May,0.062,05,198905
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M05,May,0.09,05,198905
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M05,May,0.104,05,198905
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M06,June,0.083,06,198906
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M06,June,0.072,06,198906
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M06,June,0.104,06,198906
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M06,June,0.126,06,198906
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M06,June,0.094,06,198906
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M06,June,0.091,06,198906
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M06,June,0.116,06,198906
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M06,June,0.099,06,198906
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M06,June,0.135,06,198906
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M06,June,0.094,06,198906
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M06,June,0.099,06,198906
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M06,June,0.085,06,198906
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M07,July,0.104,07,198907
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M07,July,0.091,07,198907
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M07,July,0.104,07,198907
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M07,July,0.122,07,198907
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M07,July,0.094,07,198907
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M07,July,0.1,07,198907
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M07,July,0.126,07,198907
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M07,July,0.071,07,198907
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M07,July,0.135,07,198907
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M07,July,0.084,07,198907
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M07,July,0.104,07,198907
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M07,July,0.084,07,198907
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M08,August,0.104,08,198908
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M08,August,0.104,08,198908
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M08,August,0.091,08,198908
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M08,August,0.124,08,198908
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M08,August,0.104,08,198908
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M08,August,0.084,08,198908
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M08,August,0.094,08,198908
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M08,August,0.085,08,198908
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M08,August,0.097,08,198908
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M08,August,0.135,08,198908
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M08,August,0.124,08,198908
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M08,August,0.071,08,198908
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M09,September,0.091,09,198909
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M09,September,0.124,09,198909
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M09,September,0.136,09,198909
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M09,September,0.103,09,198909
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M09,September,0.122,09,198909
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M09,September,0.104,09,198909
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M09,September,0.085,09,198909
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M09,September,0.094,09,198909
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M09,September,0.096,09,198909
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M09,September,0.071,09,198909
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M09,September,0.085,09,198909
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M09,September,0.103,09,198909
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M10,October,0.104,10,198910
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M10,October,0.094,10,198910
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M10,October,0.094,10,198910
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M10,October,0.08,10,198910
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M10,October,0.104,10,198910
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M10,October,0.072,10,198910
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M10,October,0.087,10,198910
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M10,October,0.091,10,198910
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M10,October,0.104,10,198910
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M10,October,0.114,10,198910
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M10,October,0.086,10,198910
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M10,October,0.104,10,198910
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M11,November,0.104,11,198911
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M11,November,0.09,11,198911
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M11,November,0.089,11,198911
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M11,November,0.087,11,198911
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M11,November,0.105,11,198911
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M11,November,0.105,11,198911
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M11,November,0.101,11,198911
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M11,November,0.073,11,198911
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M11,November,0.115,11,198911
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M11,November,0.073,11,198911
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M11,November,0.091,11,198911
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1989,M12,December,0.104,12,198912
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1989,M12,December,0.089,12,198912
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1989,M12,December,0.087,12,198912
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1989,M12,December,0.074,12,198912
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1989,M12,December,0.101,12,198912
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1989,M12,December,0.105,12,198912
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1989,M12,December,0.095,12,198912
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1989,M12,December,0.056,12,198912
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1989,M12,December,0.117,12,198912
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1989,M12,December,0.091,12,198912
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1989,M12,December,0.105,12,198912
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1989,M12,December,0.073,12,198912
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1990,M01,January,0.105,01,199001
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1990,M01,January,0.105,01,199001
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1990,M01,January,0.09,01,199001
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1990,M01,January,0.117,01,199001
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1990,M01,January,0.093,01,199001
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1990,M01,January,0.105,01,199001
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1990,M01,January,0.072,01,199001
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1990,M01,January,0.069,01,199001
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1990,M01,January,0.091,01,199001
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1990,M01,January,0.109,01,199001
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1990,M01,January,0.087,01,199001
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1990,M01,January,0.055,01,199001
